Dấu thời gian,Bạn là ai,Họ Tên,Tuổi,Địa Điểm Sinh Sống,Kỹ năng bạn có,Thời gian rảnh để tham gia tình nguyện,Lĩnh vực mà bạn quan tâm,Tên hoạt động tình nguyện  ,Mô tả công việc,Kỹ năng yêu cầu,Địa điểm,Thời gian thực hiện,Lĩnh vực hoạt động,"Sự kiện mà bạn từng tham gia? (Chưa tham gia vui lòng nhập ""Chưa tham gia"")"
30/10/2025 21:32:29,Tình Nguyện Viên,,30,Bình Định,"thiết kế, chụp ảnh, quay phim",linh hoạt,nghệ thuật,,,,,,,
30/10/2025 21:32:43,Tình Nguyện Viên,,36,Trà Vinh,MC,cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 21:32:58,Tình Nguyện Viên,,28,Bình Định,"kế toán, phân tích tài chính, quản lý dự án",ban ngày,kinh doanh,,,,,,,
30/10/2025 21:33:13,Tình Nguyện Viên,,32,Trà Vinh,viết nội dung,cuối tuần,truyền thông,,,,,,,
30/10/2025 21:33:28,Tình Nguyện Viên,,24,Hải Phòng,"MC, tổ chức sự kiện, viết nội dung",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:33:44,Tình Nguyện Viên,,28,Hải Phòng,chăm sóc,ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 21:33:59,Tình Nguyện Viên,,23,Hải Phòng,tổ chức lớp học,ban ngày,cộng đồng,,,,,,,
30/10/2025 21:34:14,Tình Nguyện Viên,,32,Khánh Hòa,"bảo tồn, trồng cây, kỹ thuật nông nghiệp",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 21:34:29,Tình Nguyện Viên,,34,Đắk Lắk,"hướng dẫn, giao tiếp, tổ chức tour",linh hoạt,văn hóa,,,,,,,
30/10/2025 21:34:43,Tình Nguyện Viên,,18,Hải Phòng,hỗ trợ bệnh nhân,ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 21:34:57,Tình Nguyện Viên,,23,Quảng Nam,giao tiếp,cuối tuần,"trẻ em, giáo dục",,,,,,,
30/10/2025 21:35:13,Tình Nguyện Viên,,20,Kiên Giang,thiết kế,cuối tuần,nghệ thuật,,,,,,,
30/10/2025 21:35:28,Tình Nguyện Viên,,23,Quảng Nam,"sơ cứu, chăm sóc",ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 21:35:41,Tình Nguyện Viên,,24,Bà Rịa - Vũng Tàu,"phân tích dữ liệu, lập trình",buổi tối,"công nghệ, đổi mới",,,,,,,
30/10/2025 21:35:56,Tình Nguyện Viên,,21,Bà Rịa - Vũng Tàu,"ngoại ngữ, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 21:36:12,Tình Nguyện Viên,,30,Lào Cai,"trồng cây, kỹ thuật nông nghiệp",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 21:36:26,Tình Nguyện Viên,,25,Quảng Ninh,"quay phim, chụp ảnh, thiết kế",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 21:36:43,Tình Nguyện Viên,,32,Bình Dương,"MC, viết nội dung",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 21:36:58,Tình Nguyện Viên,,33,Sóc Trăng,phân tích tài chính,ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 21:37:13,Tình Nguyện Viên,,35,Quảng Ninh,quản trị hệ thống,buổi tối,"đổi mới, công nghệ",,,,,,,
30/10/2025 21:37:27,Tình Nguyện Viên,,24,Trà Vinh,"quản trị hệ thống, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 21:37:42,Tình Nguyện Viên,,34,Sóc Trăng,"giao tiếp, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 21:37:55,Tình Nguyện Viên,,18,Trà Vinh,"marketing, viết nội dung",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 21:38:09,Tình Nguyện Viên,,33,Cần Thơ,hỗ trợ bệnh nhân,ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 21:38:23,Tình Nguyện Viên,,33,Phú Yên,tổ chức lớp học,cuối tuần,"trẻ em, giáo dục",,,,,,,
30/10/2025 21:38:37,Tình Nguyện Viên,,37,Gia Lai,trồng cây,cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 21:38:51,Tình Nguyện Viên,,40,Khánh Hòa,"bảo tồn, kỹ thuật nông nghiệp, trồng cây",cuối tuần,thiện nguyện,,,,,,,
30/10/2025 21:39:05,Tình Nguyện Viên,,21,Trà Vinh,kỹ thuật nông nghiệp,cuối tuần,môi trường,,,,,,,
30/10/2025 21:39:20,Tình Nguyện Viên,,40,Phú Yên,giao tiếp,linh hoạt,văn hóa,,,,,,,
30/10/2025 21:39:34,Tình Nguyện Viên,,37,An Giang,viết nội dung,linh hoạt,nghệ thuật,,,,,,,
30/10/2025 21:39:48,Tình Nguyện Viên,,22,Bà Rịa - Vũng Tàu,bảo tồn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 21:40:02,Tình Nguyện Viên,,34,Nghệ An,giao tiếp,linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 21:40:16,Tình Nguyện Viên,,37,Hải Phòng,"bảo tồn, trồng cây",cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 21:40:32,Tình Nguyện Viên,,39,TP. Hồ Chí Minh,"hỗ trợ bệnh nhân, chăm sóc",ban ngày,sức khỏe,,,,,,,
30/10/2025 21:40:46,Tình Nguyện Viên,,19,Huế,"lập trình, quản trị hệ thống",buổi tối,khoa học,,,,,,,
30/10/2025 21:41:00,Tình Nguyện Viên,,33,Hà Nội,MC,cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:41:14,Tình Nguyện Viên,,18,Hà Nội,phân tích dữ liệu,online,khoa học,,,,,,,
30/10/2025 21:41:28,Tình Nguyện Viên,,25,Phú Yên,"giao tiếp, hướng dẫn, tổ chức tour",cuối tuần,"du lịch, văn hóa",,,,,,,
30/10/2025 21:41:41,Tình Nguyện Viên,,27,Long An,"quay phim, viết nội dung",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 21:41:56,Tình Nguyện Viên,,19,Thanh Hóa,"lập trình, thiết kế UI",buổi tối,"khoa học, công nghệ",,,,,,,
30/10/2025 21:42:09,Tình Nguyện Viên,,23,Thanh Hóa,chụp ảnh,cuối tuần,nghệ thuật,,,,,,,
30/10/2025 21:42:23,Tình Nguyện Viên,,29,Cần Thơ,chụp ảnh,linh hoạt,nghệ thuật,,,,,,,
30/10/2025 21:42:38,Tình Nguyện Viên,,31,Bà Rịa - Vũng Tàu,"viết nội dung, thiết kế",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:42:54,Tình Nguyện Viên,,38,Bà Rịa - Vũng Tàu,"tổ chức lớp học, giao tiếp, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:43:10,Tình Nguyện Viên,,26,Cần Thơ,"viết nội dung, MC",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:43:25,Tình Nguyện Viên,,32,Thanh Hóa,"kế toán, quản lý dự án, phân tích tài chính",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 21:43:39,Tình Nguyện Viên,,39,Nghệ An,"chăm sóc, sơ cứu",ban ngày,cộng đồng,,,,,,,
30/10/2025 21:43:53,Tình Nguyện Viên,,24,Bình Định,lập trình,buổi tối,công nghệ,,,,,,,
30/10/2025 21:44:09,Tình Nguyện Viên,,40,Quảng Ninh,"marketing, MC, viết nội dung",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:44:25,Tình Nguyện Viên,,40,Khánh Hòa,"bán hàng, quản lý dự án",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 21:44:39,Tình Nguyện Viên,,20,Bà Rịa - Vũng Tàu,"chụp ảnh, thiết kế",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:44:54,Tình Nguyện Viên,,22,Thanh Hóa,chụp ảnh,cuối tuần,truyền thông,,,,,,,
30/10/2025 21:45:10,Tình Nguyện Viên,,21,An Giang,"làm vườn, kỹ thuật nông nghiệp",cuối tuần,thiện nguyện,,,,,,,
30/10/2025 21:45:25,Tình Nguyện Viên,,30,Khánh Hòa,hướng dẫn,linh hoạt,văn hóa,,,,,,,
30/10/2025 21:45:40,Tình Nguyện Viên,,21,Sóc Trăng,bán hàng,ban ngày,lãnh đạo,,,,,,,
30/10/2025 21:45:53,Tình Nguyện Viên,,31,TP. Hồ Chí Minh,viết nội dung,cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 21:46:07,Tình Nguyện Viên,,31,Khánh Hòa,"tổ chức sự kiện, marketing, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 21:46:21,Tình Nguyện Viên,,38,Phú Yên,"phân tích dữ liệu, lập trình, quản trị hệ thống",buổi tối,đổi mới,,,,,,,
30/10/2025 21:46:35,Tình Nguyện Viên,,29,Quảng Ngãi,giao tiếp,cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:46:50,Tình Nguyện Viên,,26,Nghệ An,"hỗ trợ học sinh, tổ chức lớp học, giao tiếp",ban ngày,cộng đồng,,,,,,,
30/10/2025 21:47:05,Tình Nguyện Viên,,23,TP. Hồ Chí Minh,viết nội dung,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 21:47:19,Tình Nguyện Viên,,27,Nghệ An,tổ chức lớp học,ban ngày,giáo dục,,,,,,,
30/10/2025 21:47:32,Tình Nguyện Viên,,31,Quảng Ngãi,"viết nội dung, chụp ảnh, quay phim",linh hoạt,nghệ thuật,,,,,,,
30/10/2025 21:47:46,Tình Nguyện Viên,,26,Phú Yên,"chụp ảnh, viết nội dung",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 21:48:01,Tình Nguyện Viên,,25,Bà Rịa - Vũng Tàu,"bán hàng, quản lý dự án, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
30/10/2025 21:48:15,Tình Nguyện Viên,,25,Quảng Ngãi,giao tiếp,cuối tuần,giáo dục,,,,,,,
30/10/2025 21:48:29,Tình Nguyện Viên,,19,Bình Dương,"tổ chức lớp học, giao tiếp",cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:48:42,Tình Nguyện Viên,,30,Đà Nẵng,marketing,cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:48:56,Tình Nguyện Viên,,29,TP. Hồ Chí Minh,"giao tiếp, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,giáo dục,,,,,,,
30/10/2025 21:49:11,Tình Nguyện Viên,,36,Huế,"kế toán, bán hàng",ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 21:49:25,Tình Nguyện Viên,,37,Long An,dạy học,ban ngày,"trẻ em, cộng đồng",,,,,,,
30/10/2025 21:49:40,Tình Nguyện Viên,,20,Sóc Trăng,hỗ trợ học sinh,ban ngày,"giáo dục, cộng đồng",,,,,,,
30/10/2025 21:49:54,Tình Nguyện Viên,,24,Hải Phòng,"quản trị hệ thống, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 21:50:09,Tình Nguyện Viên,,28,Hải Phòng,"phân tích tài chính, kế toán, bán hàng",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 21:50:24,Tình Nguyện Viên,,25,An Giang,tổ chức tour,linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 21:50:37,Tình Nguyện Viên,,22,Thanh Hóa,"chăm sóc, sơ cứu, hỗ trợ bệnh nhân",ban ngày,cộng đồng,,,,,,,
30/10/2025 21:50:52,Tình Nguyện Viên,,18,Gia Lai,"tổ chức lớp học, hỗ trợ học sinh, dạy học",cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:51:05,Tình Nguyện Viên,,34,Bình Dương,làm vườn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 21:51:19,Tình Nguyện Viên,,27,TP. Hồ Chí Minh,lập trình,online,"đổi mới, khoa học",,,,,,,
30/10/2025 21:51:33,Tình Nguyện Viên,,31,Huế,phân tích tài chính,ban ngày,kinh doanh,,,,,,,
30/10/2025 21:51:46,Tình Nguyện Viên,,24,Khánh Hòa,"marketing, MC",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:52:01,Tình Nguyện Viên,,40,An Giang,"tổ chức tour, hướng dẫn",linh hoạt,văn hóa,,,,,,,
30/10/2025 21:52:14,Tình Nguyện Viên,,25,Kiên Giang,"chụp ảnh, quay phim, viết nội dung",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 21:52:30,Tình Nguyện Viên,,22,Nghệ An,"chụp ảnh, thiết kế",linh hoạt,"nghệ thuật, truyền thông",,,,,,,
30/10/2025 21:52:44,Tình Nguyện Viên,,27,Hà Nội,"phân tích dữ liệu, thiết kế UI, lập trình",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 21:52:58,Tình Nguyện Viên,,40,Long An,"marketing, tổ chức sự kiện",cuối tuần,truyền thông,,,,,,,
30/10/2025 21:53:12,Tình Nguyện Viên,,34,Quảng Nam,"bảo tồn, làm vườn, trồng cây",cuối tuần,"thiện nguyện, môi trường",,,,,,,
30/10/2025 21:53:27,Tình Nguyện Viên,,32,Bà Rịa - Vũng Tàu,"quản lý dự án, kế toán, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 21:53:41,Tình Nguyện Viên,,29,Thanh Hóa,hướng dẫn,cuối tuần,du lịch,,,,,,,
30/10/2025 21:53:55,Tình Nguyện Viên,,38,Bắc Giang,"trồng cây, bảo tồn, kỹ thuật nông nghiệp",cuối tuần,môi trường,,,,,,,
30/10/2025 21:54:09,Tình Nguyện Viên,,19,Nghệ An,"quản lý dự án, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 21:54:23,Tình Nguyện Viên,,21,Thanh Hóa,"bán hàng, quản lý dự án",ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 21:54:37,Tình Nguyện Viên,,30,Trà Vinh,"phân tích dữ liệu, lập trình",online,khoa học,,,,,,,
30/10/2025 21:54:51,Tình Nguyện Viên,,29,Bình Dương,bảo tồn,cuối tuần,thiện nguyện,,,,,,,
30/10/2025 21:55:04,Tình Nguyện Viên,,31,Kiên Giang,hỗ trợ bệnh nhân,ban ngày,cộng đồng,,,,,,,
30/10/2025 21:55:19,Tình Nguyện Viên,,38,Phú Yên,"sơ cứu, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 21:55:32,Tình Nguyện Viên,,40,Thanh Hóa,tổ chức tour,linh hoạt,du lịch,,,,,,,
30/10/2025 21:55:48,Tình Nguyện Viên,,28,An Giang,"quản trị hệ thống, thiết kế UI, lập trình",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 21:56:20,Tình Nguyện Viên,,27,Huế,"hỗ trợ học sinh, dạy học, giao tiếp",cuối tuần,giáo dục,,,,,,,
30/10/2025 21:56:35,Tình Nguyện Viên,,24,Quảng Ngãi,sơ cứu,ban ngày,cộng đồng,,,,,,,
30/10/2025 21:56:56,Tình Nguyện Viên,,26,Thanh Hóa,"tổ chức tour, ngoại ngữ, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 21:57:12,Tình Nguyện Viên,,21,Nghệ An,"bảo tồn, kỹ thuật nông nghiệp",cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 21:57:26,Tình Nguyện Viên,,31,An Giang,"giao tiếp, tổ chức lớp học",cuối tuần,cộng đồng,,,,,,,
30/10/2025 21:57:41,Tình Nguyện Viên,,38,Cần Thơ,"phân tích dữ liệu, thiết kế UI",buổi tối,"khoa học, đổi mới",,,,,,,
30/10/2025 21:57:56,Tình Nguyện Viên,,39,Lào Cai,"phân tích tài chính, kế toán, quản lý dự án",ban ngày,lãnh đạo,,,,,,,
30/10/2025 21:58:11,Tình Nguyện Viên,,37,Hải Phòng,"sơ cứu, hỗ trợ bệnh nhân, chăm sóc",ban ngày,cộng đồng,,,,,,,
30/10/2025 21:58:25,Tình Nguyện Viên,,40,Bắc Giang,kỹ thuật nông nghiệp,cuối tuần,môi trường,,,,,,,
30/10/2025 21:58:40,Tình Nguyện Viên,,32,Cần Thơ,"hỗ trợ bệnh nhân, chăm sóc",ban ngày,sức khỏe,,,,,,,
30/10/2025 21:58:55,Tình Nguyện Viên,,34,Đắk Lắk,trồng cây,cuối tuần,môi trường,,,,,,,
30/10/2025 21:59:10,Tình Nguyện Viên,,29,Kiên Giang,"ngoại ngữ, tổ chức tour, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 21:59:26,Tình Nguyện Viên,,35,Bắc Giang,"tổ chức sự kiện, viết nội dung, MC",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 21:59:42,Tình Nguyện Viên,,34,Quảng Ninh,dạy học,ban ngày,giáo dục,,,,,,,
30/10/2025 21:59:56,Tình Nguyện Viên,,32,Bình Dương,"viết nội dung, tổ chức sự kiện, marketing",cuối tuần,"cộng đồng, truyền thông",,,,,,,
30/10/2025 22:00:12,Tình Nguyện Viên,,30,Quảng Nam,"hỗ trợ học sinh, tổ chức lớp học",ban ngày,cộng đồng,,,,,,,
30/10/2025 22:00:26,Tình Nguyện Viên,,19,Trà Vinh,"hỗ trợ bệnh nhân, sơ cứu",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 22:00:40,Tình Nguyện Viên,,36,Hải Phòng,"tổ chức tour, ngoại ngữ, hướng dẫn",linh hoạt,du lịch,,,,,,,
30/10/2025 22:00:55,Tình Nguyện Viên,,33,TP. Hồ Chí Minh,quay phim,cuối tuần,truyền thông,,,,,,,
30/10/2025 22:01:09,Tình Nguyện Viên,,27,Đắk Lắk,"tổ chức tour, giao tiếp",cuối tuần,du lịch,,,,,,,
30/10/2025 22:01:23,Tình Nguyện Viên,,35,Quảng Ninh,quản lý dự án,ban ngày,"lãnh đạo, kinh doanh",,,,,,,
30/10/2025 22:01:38,Tình Nguyện Viên,,37,Quảng Ngãi,thiết kế,linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 22:01:52,Tình Nguyện Viên,,19,Hải Phòng,"tổ chức tour, hướng dẫn, ngoại ngữ",cuối tuần,"du lịch, văn hóa",,,,,,,
30/10/2025 22:02:08,Tình Nguyện Viên,,40,Lào Cai,"phân tích dữ liệu, thiết kế UI",buổi tối,"khoa học, công nghệ",,,,,,,
30/10/2025 22:02:22,Tình Nguyện Viên,,39,Lào Cai,"sơ cứu, chăm sóc, y tế",ban ngày,sức khỏe,,,,,,,
30/10/2025 22:02:37,Tình Nguyện Viên,,25,Quảng Nam,"dạy học, giao tiếp",ban ngày,giáo dục,,,,,,,
30/10/2025 22:02:51,Tình Nguyện Viên,,38,Hải Phòng,"quản lý dự án, bán hàng, phân tích tài chính",ban ngày,kinh doanh,,,,,,,
30/10/2025 22:03:06,Tình Nguyện Viên,,40,Khánh Hòa,"tổ chức lớp học, giao tiếp, dạy học",cuối tuần,"trẻ em, cộng đồng",,,,,,,
30/10/2025 22:03:22,Tình Nguyện Viên,,36,Nghệ An,"hỗ trợ học sinh, dạy học, tổ chức lớp học",cuối tuần,giáo dục,,,,,,,
30/10/2025 22:03:36,Tình Nguyện Viên,,31,An Giang,"chăm sóc, sơ cứu",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 22:03:50,Tình Nguyện Viên,,27,Quảng Nam,"viết nội dung, marketing, MC",cuối tuần,"truyền thông, cộng đồng",,,,,,,
30/10/2025 22:04:05,Tình Nguyện Viên,,21,Quảng Nam,"bảo tồn, kỹ thuật nông nghiệp, làm vườn",cuối tuần,môi trường,,,,,,,
30/10/2025 22:04:20,Tình Nguyện Viên,,38,Gia Lai,"thiết kế, quay phim",cuối tuần,nghệ thuật,,,,,,,
30/10/2025 22:04:34,Tình Nguyện Viên,,28,Đồng Nai,quản trị hệ thống,online,khoa học,,,,,,,
30/10/2025 22:04:49,Tình Nguyện Viên,,22,TP. Hồ Chí Minh,"lập trình, quản trị hệ thống, phân tích dữ liệu",buổi tối,"công nghệ, khoa học",,,,,,,
30/10/2025 22:05:04,Tình Nguyện Viên,,39,Kiên Giang,sơ cứu,ban ngày,cộng đồng,,,,,,,
30/10/2025 22:05:19,Tình Nguyện Viên,,31,Đắk Lắk,"hướng dẫn, ngoại ngữ",linh hoạt,"du lịch, văn hóa",,,,,,,
30/10/2025 22:05:34,Tình Nguyện Viên,,32,Sóc Trăng,"tổ chức lớp học, hỗ trợ học sinh, giao tiếp",ban ngày,giáo dục,,,,,,,
30/10/2025 22:05:48,Tình Nguyện Viên,,36,Kiên Giang,"ngoại ngữ, giao tiếp",cuối tuần,"văn hóa, du lịch",,,,,,,
30/10/2025 22:06:03,Tình Nguyện Viên,,21,Thanh Hóa,"hướng dẫn, ngoại ngữ, giao tiếp",linh hoạt,"văn hóa, du lịch",,,,,,,
30/10/2025 22:06:21,Tình Nguyện Viên,,18,An Giang,"phân tích tài chính, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 22:06:39,Tình Nguyện Viên,,39,Bà Rịa - Vũng Tàu,"thiết kế UI, phân tích dữ liệu",buổi tối,đổi mới,,,,,,,
30/10/2025 22:06:57,Tình Nguyện Viên,,36,Huế,"tổ chức tour, hướng dẫn, giao tiếp",cuối tuần,văn hóa,,,,,,,
30/10/2025 22:07:18,Tình Nguyện Viên,,26,Thanh Hóa,"tổ chức tour, ngoại ngữ",linh hoạt,du lịch,,,,,,,
30/10/2025 22:07:47,Tình Nguyện Viên,,21,Bình Dương,marketing,cuối tuần,cộng đồng,,,,,,,
30/10/2025 22:08:03,Tình Nguyện Viên,,24,Sóc Trăng,bán hàng,ban ngày,"kinh doanh, lãnh đạo",,,,,,,
30/10/2025 22:08:17,Tình Nguyện Viên,,37,Quảng Nam,"quay phim, chụp ảnh, thiết kế",cuối tuần,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 22:09:00,Tình Nguyện Viên,,32,Quảng Ninh,"giao tiếp, ngoại ngữ",linh hoạt,du lịch,,,,,,,
30/10/2025 22:09:58,Tình Nguyện Viên,,36,Đà Nẵng,kỹ thuật nông nghiệp,cuối tuần,"môi trường, thiện nguyện",,,,,,,
30/10/2025 22:10:17,Tình Nguyện Viên,,35,Sóc Trăng,hỗ trợ bệnh nhân,ban ngày,"cộng đồng, sức khỏe",,,,,,,
30/10/2025 22:10:31,Tình Nguyện Viên,,26,Huế,"tổ chức tour, giao tiếp, ngoại ngữ",cuối tuần,văn hóa,,,,,,,
30/10/2025 22:10:45,Tình Nguyện Viên,,34,An Giang,"dạy học, tổ chức lớp học, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
30/10/2025 22:11:00,Tình Nguyện Viên,,40,TP. Hồ Chí Minh,giao tiếp,linh hoạt,văn hóa,,,,,,,
30/10/2025 22:11:21,Tình Nguyện Viên,,34,Phú Yên,"phân tích dữ liệu, thiết kế UI",online,"công nghệ, đổi mới",,,,,,,
30/10/2025 22:11:38,Tình Nguyện Viên,,31,Quảng Nam,ngoại ngữ,linh hoạt,du lịch,,,,,,,
30/10/2025 22:11:53,Tình Nguyện Viên,,30,An Giang,"dạy học, hỗ trợ học sinh",ban ngày,trẻ em,,,,,,,
30/10/2025 22:12:07,Tình Nguyện Viên,,34,Huế,quản lý dự án,ban ngày,kinh doanh,,,,,,,
30/10/2025 22:12:23,Tình Nguyện Viên,,33,Cần Thơ,"quay phim, thiết kế",linh hoạt,"truyền thông, nghệ thuật",,,,,,,
30/10/2025 22:28:34,Tình Nguyện Viên,,27,Hải Phòng,"chăm sóc, sơ cứu, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 22:30:33,Tình Nguyện Viên,,27,Hải Phòng,"chăm sóc, sơ cứu, hỗ trợ bệnh nhân",ban ngày,"sức khỏe, cộng đồng",,,,,,,
30/10/2025 22:30:47,Tình Nguyện Viên,,20,Nghệ An,"dạy học, hỗ trợ học sinh",cuối tuần,cộng đồng,,,,,,,
30/10/2025 22:31:11,Tình Nguyện Viên,,38,Đồng Nai,"giao tiếp, dạy học",cuối tuần,cộng đồng,,,,,,,
30/10/2025 22:31:25,Tình Nguyện Viên,,29,Bà Rịa - Vũng Tàu,"hỗ trợ học sinh, tổ chức lớp học, dạy học",ban ngày,"trẻ em, giáo dục",,,,,,,
30/10/2025 22:31:40,Tình Nguyện Viên,,23,Nghệ An,quản trị hệ thống,online,đổi mới,,,,,,,
30/10/2025 22:31:54,Tình Nguyện Viên,,39,Bình Dương,"giao tiếp, ngoại ngữ",linh hoạt,văn hóa,,,,,,,
30/10/2025 22:32:08,Tình Nguyện Viên,,29,TP. Hồ Chí Minh,"kế toán, bán hàng",ban ngày,kinh doanh,,,,,,,
30/10/2025 22:32:23,Tình Nguyện Viên,,35,Bình Dương,"bảo tồn, làm vườn",cuối tuần,môi trường,,,,,,,
